geracao_primeira_avaliacao,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,criterion,class_weight,threshold,fitness,accuracy,precision,recall,f1,roc_auc
3,400,12.0,30,15,log2,entropy,balanced_subsample,0.5,0.6816165644328802,0.6951916666666667,0.5017186828639506,0.6989633499306179,0.5841396168495253,0.767364687636978
3,400,10.0,8,1,sqrt,entropy,balanced_subsample,0.35,0.579922144925555,0.578425,0.4119421603319671,0.8805539683835333,0.5612973160473486,0.7655973746993052
4,200,12.0,2,5,log2,gini,balanced_subsample,0.5,0.6785999279500439,0.6965,0.5032887589626089,0.6932767393137975,0.5831998168917373,0.7666618007652549
4,400,24.0,30,15,0.3,log_loss,balanced,0.3,0.5593658908552334,0.552725,0.3983441878349475,0.9019943950153729,0.5526317982913107,0.7639619917641092
4,200,10.0,12,20,sqrt,log_loss,balanced,0.5,0.676943514246467,0.691225,0.4971157174172211,0.7034255707017114,0.5825437420430605,0.7656297999333465
4,200,10.0,2,15,0.3,entropy,balanced,0.5,0.6782397119114628,0.6918,0.49777503804588624,0.7030718580796126,0.582874672922494,0.765779591228466
4,800,12.0,2,15,log2,log_loss,balanced_subsample,0.4,0.6153893126726557,0.6212833333333333,0.43792044561879595,0.834244823551819,0.5743481192866776,0.7673352602029684
4,400,8.0,6,5,0.3,gini,balanced,0.5,0.6640132010116386,0.6864416666666666,0.4916863252416102,0.7032079013958045,0.5787252146847744,0.7623177219794957
4,800,20.0,30,1,0.3,entropy,balanced,0.5,0.6667830116731894,0.6960583333333333,0.5028360748723766,0.6753734389029467,0.5764715445266324,0.7596940032354949
4,400,12.0,2,15,0.5,log_loss,balanced,0.5,0.6780250623410105,0.69155,0.49748927410200666,0.7035616140179033,0.5828468387242195,0.7663589448466995
4,800,12.0,30,15,log2,gini,balanced,0.5,0.6827732564756841,0.694075,0.5004075612312231,0.7015481729382635,0.5841479853645828,0.7673287321763624
4,200,12.0,30,15,log2,gini,balanced_subsample,0.5,0.6811739441161104,0.6950166666666666,0.5015144705215641,0.6982831333496585,0.5837636194072288,0.767269793146382
4,400,10.0,30,15,log2,log_loss,balanced,0.5,0.6798385151533912,0.69305,0.49921437023530096,0.7002149484395832,0.5828728030440297,0.7658048278870718
4,650,16.0,12,15,log2,log_loss,balanced,0.5,0.6801808300628666,0.6967166666666667,0.5035350650885243,0.6956711016787746,0.5842111276133897,0.7674619840936043
4,400,12.0,30,1,sqrt,entropy,balanced_subsample,0.5,0.6800359338552218,0.6958083333333334,0.5024555062271638,0.6959431883111583,0.5835795525844466,0.7671505333594659
4,400,12.0,30,15,log2,log_loss,balanced_subsample,0.5,0.6816165644328802,0.6951916666666667,0.5017186828639506,0.6989633499306179,0.5841396168495253,0.767364687636978
4,200,12.0,12,15,sqrt,gini,balanced,0.5,0.6832229873523332,0.69415,0.5004944064214669,0.7023644328354148,0.5844899807539907,0.7672479934007975
4,400,10.0,4,4,log2,entropy,balanced,0.35,0.579149707641906,0.5777416666666667,0.41153288754417633,0.8807988463526787,0.5609669453710523,0.7657374723341289
4,400,12.0,2,10,log2,log_loss,balanced,0.4,0.6157708913277792,0.6212083333333334,0.4379155846008961,0.8350338747857318,0.5745308185519726,0.7672609316272636
4,200,12.0,30,15,0.3,entropy,balanced,0.5,0.682931950423839,0.6936916666666667,0.49996125682848397,0.702228389519223,0.584079207920792,0.7671315964279325
4,200,12.0,12,20,sqrt,log_loss,balanced,0.7,0.4758759493036141,0.745325,0.6685173089483998,0.33417680189372295,0.44560544217687076,0.7672590231935105
4,800,8.0,30,15,log2,log_loss,balanced,0.5,0.6681157723461935,0.6890416666666667,0.49458949476278496,0.6989089326041411,0.5792601111750048,0.7625989191850344
4,100,12.0,30,10,log2,gini,balanced,0.5,0.6821593862650501,0.693825,0.5001165274810643,0.7006502870513972,0.5836383622496969,0.7671009936680491
4,400,12.0,30,4,sqrt,log_loss,balanced,0.65,0.5379865861076716,0.746525,0.6254752851711026,0.4296792098604196,0.5094111385300237,0.7672304004459027
4,800,12.0,2,2,0.5,log_loss,balanced_subsample,0.55,0.6339517101340902,0.7227333333333333,0.5426185753813757,0.6029439773623921,0.5711929064852047,0.7650761935018096
4,300,8.0,30,15,sqrt,gini,balanced,0.5,0.6714193168067663,0.69075,0.4965406306323766,0.6971131608304084,0.5799755523361101,0.7625778698699854
4,200,8.0,6,10,sqrt,log_loss,balanced,0.5,0.6700637934379755,0.690325,0.49604834960483496,0.6967594482083095,0.5795172952238704,0.7622806158696205
4,200,12.0,30,10,log2,gini,balanced_subsample,0.7,0.47358571251213377,0.7453,0.6707310344827586,0.33077571898892605,0.4430555049382266,0.7672799499425965
5,800,12.0,24,15,log2,gini,balanced_subsample,0.5,0.6812235955075303,0.69535,0.5019070904645476,0.698174298696705,0.5839914426819,0.7673909131577725
5,200,8.0,30,1,sqrt,log_loss,balanced_subsample,0.4,0.6032940290523372,0.6154166666666666,0.4334556063846361,0.8327211384104699,0.5701378539493294,0.7624677912542192
